Compounds Name,aflowlib.org name,,ZX,,,ZAB,,ZAB,mX,,,,mAB,∆mAB,rowX,rowAB,∆rowAB,colX,colAB,∆colAB,eX,eAB,∆eAB,rX,rAB,∆rAB,χX,χAB,∆χAB,alatt,gap,cv,cs,κ˜grain,103P3,κtransf,κforest,κanh,class
LaBrSe,Br1La1Se1.T0003.ABC,,57,,,34.50,,1,138.91,,,,79.43,0.94,6,4,0,3,16.50,1,1.10,2.75,0.41,195,115,0,0.70,2.52,0.24,6.99,2.64,14.14,2.61,0.62,4.50,3.50,13.85,5.26,HIGH
LaBrTe,Br1La1Te1.T0003.ABC,,57,,,43.50,,17,138.91,,,,103.75,47.70,6,4.50,1,3,16.50,1,1.10,2.53,0.86,195,127.50,25,0.70,2.48,0.32,7.30,2.31,12.50,2.75,0.38,7.72,0.60,15.29,2.03,HIGH
LiBaBi,Ba1Bi1Li1.T0003.BCA,,3,,,69.50,,27,6.94,,,,173.15,71.65,2,6,0,1,8.50,13,0.98,1.46,1.13,145,187.50,55,0.45,1.27,1.54,7.16,0.35,12.84,2.02,0.26,0.76,16.19,5.38,1.42,LOW
LiBaSb,Ba1Li1Sb1.T0003.ABC,,3,,,53.50,,5,6.94,,,,129.54,15.57,2,5.50,1,1,8.50,13,0.98,1.47,1.16,145,180,70,0.45,1.29,1.58,7.07,0.44,13.30,2.37,0.42,0.27,24.57,3.81,1.16,LOW
LiKTe,K1Li1Te1.T0003.ABC,,3,,,35.50,,33,6.94,,,,83.35,88.50,2,4.50,1,1,8.50,15,0.98,1.46,1.28,145,180,80,0.45,1.33,1.97,6.78,2.53,15.00,2.58,0.40,4.59,0.72,4.22,1.15,LOW
MnAsNb,As1Mn1Nb1.T0003.ABC,,25,,,37,,8,54.94,,,,83.91,17.98,4,4.50,1,7,10,10,1.55,1.89,0.58,140,130,30,0.94,1.49,1.34,5.65,0.86,25.38,3.59,1.46,2.83,78.84,32.80,11.50,HIGH
MnAsTa,As1Mn1Ta1.T0003.ABC,,25,,,53,,40,54.94,,,,127.94,106.03,4,5,2,7,10,10,1.55,1.84,0.68,140,130,30,0.94,1.50,1.33,5.66,1.12,25.46,3.00,1.18,5.24,69.15,38.61,8.59,HIGH
MnHfTe,Hf1Mn1Te1.T0003.ABC,,25,,,62,,20,54.94,,,,153.04,50.89,4,5.50,1,7,10,12,1.55,1.70,0.80,140,147.50,15,0.94,1.55,1.54,5.98,0.63,21.93,3.01,0.95,6.46,46.37,25.56,8.51,HIGH
MnNbSe,Mn1Nb1Se1.T0003.CAB,,25,,,37.50,,7,54.94,,,,85.93,13.95,4,4.50,1,7,10.50,11,1.55,2.08,0.95,140,130,30,0.94,1.61,1.58,5.63,0.14,25.16,3.83,1.55,2.52,135.95,23.20,32.87,HIGH
MnNbTe,Mn1Nb1Te1.T0003.CAB,,25,,,46.50,,11,54.94,,,,110.25,34.69,4,5,0,7,10.50,11,1.55,1.85,0.50,140,142.50,5,0.94,1.57,1.50,5.87,0.10,22.42,3.82,1.39,3.48,139.68,28.15,25.61,HIGH
MnSbTa,Mn1Sb1Ta1.T0003.CAB,,25,,,62,,22,54.94,,,,151.35,59.19,4,5.50,1,7,10,10,1.55,1.77,0.55,140,145,0,0.94,1.46,1.25,5.91,1.16,22.58,2.68,1.01,6.35,65.20,29.63,9.17,HIGH
MnTaTe,Mn1Ta1Te1.T0003.CAB,,25,,,62.50,,21,54.94,,,,154.27,53.35,4,5.50,1,7,10.50,11,1.55,1.80,0.60,140,142.50,5,0.94,1.57,1.49,5.85,0.38,22.69,3.48,1.17,5.11,210.19,28.50,33.36,HIGH
MnTeTi,Mn1Te1Ti1.T0003.CAB,,25,,,37,,30,54.94,,,,87.73,79.73,4,4.50,1,7,10,12,1.55,1.82,0.56,140,140,0,0.94,1.55,1.53,5.82,1.27,23.70,2.68,1.47,4.89,16.67,27.90,0.77,HIGH
MnTeV,Mn1Te1V1.T0003.CAB,,25,,,37.50,,29,54.94,,,,89.27,76.66,4,4.50,1,7,10.50,11,1.55,1.86,0.47,140,137.50,5,0.94,1.58,1.48,5.70,0.11,24.08,3.71,1.13,4.17,55.24,30.95,21.62,HIGH
MnTeY,Mn1Te1Y1.T0003.CAB,,25,,,45.50,,13,54.94,,,,108.25,38.69,4,5,0,7,9.50,13,1.55,1.66,0.88,140,160,40,0.94,1.49,1.66,6.23,0.55,19.86,3.12,1.09,5.63,6.05,20.09,2.17,HIGH
MnTeZr,Mn1Te1Zr1.T0003.CAB,,25,,,46,,12,54.94,,,,109.41,36.38,4,5,0,7,10,12,1.55,1.72,0.77,140,147.50,15,0.94,1.54,1.56,6.03,1.23,21.29,3.54,1.17,3.51,52.47,25.21,12.52,HIGH
NiAlTa,Al1Ni1Ta1.T0003.ABC,,28,,,43,,60,58.69,,,,103.97,153.97,4,4.50,3,10,9,8,1.91,1.55,0.11,135,135,20,1.09,1.25,0.83,5.64,0.05,24.54,3.75,0.86,3.99,400.10,19.64,45.92,HIGH
NiAlV,Al1Ni1V1.T0003.ABC,,28,,,18,,10,58.69,,,,38.96,23.96,4,3.50,1,10,9,8,1.91,1.62,0.02,135,130,10,1.09,1.25,0.82,5.47,0.17,26.32,4.60,1.39,2.05,157.13,16.67,30.37,HIGH
NiAsSc,As1Ni1Sc1.T0003.ABC,,28,,,27,,12,58.69,,,,59.94,29.97,4,4,0,10,9,12,1.91,1.77,0.82,135,137.50,45,1.09,1.42,1.49,5.67,0.47,24.83,4.07,1.13,1.94,121.27,19.39,17.48,HIGH
NiAsY,As1Ni1Y1.T0003.ABC,,28,,,36,,6,58.69,,,,81.91,13.98,4,4.50,1,10,9,12,1.91,1.70,0.96,135,147.50,65,1.09,1.41,1.50,5.93,0.50,22.38,3.44,0.74,2.60,24.17,12.30,5.62,HIGH
NiBiLa,Bi1La1Ni1.T0003.BCA,,28,,,70,,26,58.69,,,,173.94,70.07,4,6,0,10,9,12,1.91,1.56,0.92,135,177.50,35,1.09,1.37,1.33,6.47,0.39,17.81,2.86,0.66,3.10,16.85,11.96,5.35,HIGH
NiBiSc,Bi1Ni1Sc1.T0003.ABC,,28,,,52,,62,58.69,,,,126.97,164.02,4,5,2,10,9,12,1.91,1.69,0.66,135,160,0,1.09,1.35,1.37,6.04,0.18,21.04,3.07,0.70,3.01,70.43,33.67,14.34,HIGH
NiBiY,Bi1Ni1Y1.T0003.ABC,,28,,,61,,44,58.69,,,,148.94,120.08,4,5.50,1,10,9,12,1.91,1.62,0.80,135,170,20,1.09,1.35,1.38,6.26,0.20,19.30,2.99,0.66,5.53,25.09,21.45,10.55,HIGH
NiCaTe,Ca1Ni1Te1.T0003.ABC,,28,,,36,,32,58.69,,,,83.84,87.52,4,4.50,1,10,9,14,1.91,1.55,1.10,135,160,40,1.09,1.46,1.72,6.15,0.23,20.16,3.31,0.69,9.11,25.56,9.69,5.78,LOW
NiGaNb,Ga1Nb1Ni1.T0003.BCA,,28,,,36,,10,58.69,,,,81.31,23.18,4,4.50,1,10,9,8,1.91,1.71,0.21,135,137.50,15,1.09,1.25,0.86,5.63,0.12,25.44,4.03,1.22,1.78,124.43,19.99,22.89,HIGH
NiGaTa,Ga1Ni1Ta1.T0003.ABC,,28,,,52,,42,58.69,,,,125.33,111.22,4,5,2,10,9,8,1.91,1.66,0.31,135,137.50,15,1.09,1.25,0.85,5.62,0.29,25.72,3.46,0.93,3.80,178.25,28.55,27.86,HIGH
NiGaV,Ga1Ni1V1.T0003.ABC,,28,,,27,,8,58.69,,,,60.33,18.78,4,4,0,10,9,8,1.91,1.72,0.18,135,132.50,5,1.09,1.26,0.84,5.43,0.38,27.87,4.02,1.21,2.65,92.26,19.08,21.22,HIGH
NiGeHf,Ge1Hf1Ni1.T0003.BCA,,28,,,52,,40,58.69,,,,125.56,105.85,4,5,2,10,9,10,1.91,1.66,0.71,135,140,30,1.09,1.34,1.12,5.72,0.58,24.59,3.40,0.90,3.67,107.58,27.45,19.57,HIGH
NiGeTi,Ge1Ni1Ti1.T0003.ABC,,28,,,27,,10,58.69,,,,60.25,24.77,4,4,0,10,9,10,1.91,1.77,0.47,135,132.50,15,1.09,1.34,1.11,5.53,0.64,26.31,4.39,1.41,1.68,98.67,19.51,25.29,HIGH
NiGeZr,Ge1Ni1Zr1.T0003.ABC,,28,,,36,,8,58.69,,,,81.93,18.58,4,4.50,1,10,9,10,1.91,1.67,0.68,135,140,30,1.09,1.33,1.14,5.78,0.68,23.73,3.95,1.37,0.58,116.68,20.01,21.16,HIGH
NiHfPb,Hf1Ni1Pb1.T0003.ABC,,28,,,77,,10,58.69,,,,192.84,28.71,4,6,0,10,9,10,1.91,1.81,1.03,135,167.50,25,1.09,1.29,1.02,6.02,0.26,21.63,2.81,0.69,8.58,56.75,17.18,17.66,HIGH
NiHfSi,Hf1Ni1Si1.T0003.ABC,,28,,,43,,58,58.69,,,,103.29,150.41,4,4.50,3,10,9,10,1.91,1.60,0.60,135,132.50,45,1.09,1.36,1.17,5.64,0.70,24.56,3.71,0.96,2.35,745,24.95,42.16,HIGH
NiHfSn,Hf1Ni1Sn1.T0003.ABC,,28,,,61,,22,58.69,,,,148.60,59.78,4,5.50,1,10,9,10,1.91,1.63,0.66,135,150,10,1.09,1.31,1.06,5.95,0.39,22.19,3.28,0.90,3.90,75.35,22.14,19.52,HIGH
NiInNb,In1Nb1Ni1.T0003.BCA,,28,,,45,,8,58.69,,,,103.86,21.91,4,5,0,10,9,8,1.91,1.69,0.18,135,150,10,1.09,1.21,0.78,5.87,0.06,22.83,3.57,1.13,2.77,142.41,19.56,14.57,HIGH
NiInTa,In1Ni1Ta1.T0003.ABC,,28,,,61,,24,58.69,,,,147.88,66.13,4,5.50,1,10,9,8,1.91,1.64,0.28,135,150,10,1.09,1.22,0.77,5.83,0.23,23.35,3.22,1.02,4.51,115.76,21.54,18.17,HIGH
NiLaSb,La1Ni1Sb1.T0003.ABC,,28,,,54,,6,58.69,,,,130.33,17.15,4,5.50,1,10,9,12,1.91,1.57,0.95,135,170,50,1.09,1.39,1.38,6.39,0.47,18.39,3.21,0.85,1.20,39.51,11.45,3.82,HIGH
NiPSc,Ni1P1Sc1.T0003.CAB,,28,,,18,,6,58.69,,,,37.96,13.98,4,3.50,1,10,9,12,1.91,1.77,0.83,135,130,60,1.09,1.43,1.51,5.53,0.59,25.63,4.65,1.39,2.31,66.23,13.52,14.35,HIGH
NiPY,Ni1P1Y1.T0003.CAB,,28,,,27,,24,58.69,,,,59.94,57.93,4,4,2,10,9,12,1.91,1.71,0.97,135,140,80,1.09,1.42,1.52,5.85,0.60,22.78,3.50,0.89,3.33,13.68,15.03,3.78,HIGH
NiPbTi,Ni1Pb1Ti1.T0003.CAB,,28,,,52,,60,58.69,,,,127.53,159.33,4,5,2,10,9,10,1.91,1.94,0.79,135,160,40,1.09,1.29,1.01,5.87,0.34,22.82,3.01,0.76,1.42,228.18,46.34,26.13,HIGH
NiPbZr,Ni1Pb1Zr1.T0003.CAB,,28,,,61,,42,58.69,,,,149.21,115.98,4,5.50,1,10,9,10,1.91,1.83,1,135,167.50,25,1.09,1.28,1.04,6.06,0.37,21.00,3.14,0.74,4.22,39.04,19.53,15.17,HIGH
NiSbSc,Ni1Sb1Sc1.T0003.CAB,,28,,,36,,30,58.69,,,,83.36,76.80,4,4.50,1,10,9,12,1.91,1.71,0.69,135,152.50,15,1.09,1.38,1.41,5.93,0.27,21.96,3.81,0.96,2.92,74.16,19.63,16.35,HIGH
NiSbY,Ni1Sb1Y1.T0003.CAB,,28,,,45,,12,58.69,,,,105.33,32.85,4,5,0,10,9,12,1.91,1.64,0.83,135,162.50,35,1.09,1.37,1.42,6.16,0.30,20.04,3.50,0.89,2.26,61.44,21.06,10.81,HIGH
NiSiTi,Ni1Si1Ti1.T0003.CAB,,28,,,18,,8,58.69,,,,37.98,19.78,4,3.50,1,10,9,10,1.91,1.72,0.36,135,125,30,1.09,1.36,1.15,5.44,0.75,26.27,5.20,1.76,1.10,225.44,19.00,42.76,HIGH
NiSiZr,Ni1Si1Zr1.T0003.CAB,,28,,,27,,26,58.69,,,,59.65,63.14,4,4,2,10,9,10,1.91,1.61,0.57,135,132.50,45,1.09,1.35,1.18,5.69,0.81,23.72,4.42,1.63,1.87,170.56,23.30,27.69,HIGH
NiSnTi,Ni1Sn1Ti1.T0003.CAB,,28,,,36,,28,58.69,,,,83.29,70.84,4,4.50,1,10,9,10,1.91,1.75,0.42,135,142.50,5,1.09,1.31,1.05,5.82,0.45,23.19,3.71,0.91,4.60,57.12,20.32,16.82,HIGH
NiSnZr,Ni1Sn1Zr1.T0003.CAB,,28,,,45,,10,58.69,,,,104.97,27.49,4,5,0,10,9,10,1.91,1.65,0.63,135,150,10,1.09,1.30,1.08,5.99,0.50,21.54,3.73,1.01,2.83,73.28,20.69,17.49,HIGH
OsAsNb,As1Nb1Os1.T0003.BCA,,76,,,37,,8,190.23,,,,83.91,17.98,6,4.50,1,8,10,10,2.20,1.89,0.58,130,130,30,0.99,1.49,1.34,5.93,0.25,22.21,3.17,1.05,2.27,207.18,24.38,35.67,HIGH
OsNbSb,Nb1Os1Sb1.T0003.ABC,,76,,,46,,10,190.23,,,,107.33,28.85,6,5,0,8,10,10,2.20,1.82,0.45,130,145,0,0.99,1.45,1.26,6.13,0.27,20.27,3.22,0.88,3.41,112.64,22.80,24.77,HIGH
OsSbTa,Os1Sb1Ta1.T0003.CAB,,76,,,62,,22,190.23,,,,151.35,59.19,6,5.50,1,8,10,10,2.20,1.77,0.55,130,145,0,0.99,1.46,1.25,6.13,0.57,20.49,2.99,0.81,2.71,245.13,23.77,28.83,HIGH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OsSbV,Os1Sb1V1.T0003.CAB,,76,,,37,,28,190.23,,,,86.35,70.82,6,4.50,1,8,10,10,2.20,1.84,0.42,130,140,10,0.99,1.46,1.24,5.95,0.14,21.84,2.81,0.87,4.39,45.37,23.40,12.75,HIGH
OsTeTi,Os1Te1Ti1.T0003.CAB,,76,,,37,,30,190.23,,,,87.73,79.73,6,4.50,1,8,10,12,2.20,1.82,0.56,130,140,0,0.99,1.55,1.53,6.06,0.44,20.74,3.08,0.75,5.72,62.71,20.64,23.35,HIGH
PAgCa,Ag1Ca1P1.T0003.BCA,,15,,,33.50,,27,30.97,,,,73.97,67.79,3,4.50,1,15,6.50,9,2.19,1.47,0.93,100,170,20,2.18,0.89,0.58,6.28,0.60,18.64,2.91,0.57,6.42,2.17,5.71,2.21,LOW
PBaK,Ba1K1P1.T0003.BCA,,15,,,37.50,,37,30.97,,,,88.21,98.23,3,5,2,15,1.50,1,2.19,0.85,0.07,100,217.50,5,2.18,0.42,0.15,7.44,1.12,11.63,2.24,0.36,8.38,1.01,4.75,4.55,LOW
PBaNa,Ba1Na1P1.T0003.BCA,,15,,,33.50,,45,30.97,,,,80.16,114.34,3,4.50,3,15,1.50,1,2.19,0.91,0.04,100,197.50,35,2.18,0.45,0.10,7.07,1.16,13.37,2.28,0.57,6.84,1.72,5.33,4.07,LOW
PBeCu,Be1Cu1P1.T0003.BCA,,15,,,16.50,,25,30.97,,,,36.28,54.53,3,3,2,15,6.50,9,2.19,1.74,0.33,100,120,30,2.18,1.35,0.30,5.25,0.76,29.24,3.25,2.06,4.58,24.16,9.10,6.54,LOW
PBeLi,Be1Li1P1.T0003.BCA,,15,,,3.50,,1,30.97,,,,7.98,2.07,3,2,0,15,1.50,1,2.19,1.27,0.59,100,125,40,2.18,0.97,1.05,5.25,1.17,25.23,6.06,2.38,1.57,39.70,5.84,30.63,LOW
PCaK,Ca1K1P1.T0003.BCA,,15,,,19.50,,1,30.97,,,,39.59,0.98,3,4,0,15,1.50,1,2.19,0.91,0.18,100,200,40,2.18,0.47,0.25,6.99,1.54,13.75,3.27,0.86,3.59,2.10,4.49,4.17,LOW
PCaLi,Ca1Li1P1.T0003.BCA,,15,,,11.50,,17,30.97,,,,23.51,33.14,3,3,2,15,1.50,1,2.19,0.99,0.02,100,162.50,35,2.18,0.53,0.15,6.30,1.92,17.53,3.76,0.94,2.39,2.10,4.88,6.08,LOW
PCaNa,Ca1Na1P1.T0003.BCA,,15,,,15.50,,9,30.97,,,,31.53,17.09,3,3.50,1,15,1.50,1,2.19,0.96,0.07,100,180,0,2.18,0.50,0.20,6.58,1.91,16.14,3.87,1.03,1.65,14.67,4.63,11.34,LOW
PCdLi,Cd1Li1P1.T0003.BCA,,15,,,25.50,,45,30.97,,,,59.68,105.47,3,3.50,3,15,6.50,11,2.19,1.33,0.71,100,150,10,2.18,0.91,0.91,5.97,0.62,21.04,3.02,0.81,5.02,10.74,6.90,8.73,LOW
PCdNa,Cd1Na1P1.T0003.BCA,,15,,,29.50,,37,30.97,,,,67.70,89.42,3,4,2,15,6.50,11,2.19,1.31,0.76,100,167.50,25,2.18,0.88,0.96,6.23,0.06,19.07,3.02,0.50,4.66,3.87,6.64,6.05,LOW
PCrPd,Cr1P1Pd1.T0003.ABC,,15,,,35,,22,30.97,,,,79.21,54.42,3,4.50,1,15,8,4,2.19,1.93,0.54,100,140,0,2.18,1.00,0.23,5.45,0.20,27.22,4.19,1.22,5.59,112.47,8.73,36.01,LOW
PCuMg,Cu1Mg1P1.T0003.BCA,,15,,,20.50,,17,30.97,,,,43.93,39.24,3,3.50,1,15,6.50,9,2.19,1.60,0.59,100,142.50,15,2.18,1.24,0.08,5.70,0.74,24.14,3.27,0.87,3.32,3.47,7.12,2.09,LOW
PKSr,K1P1Sr1.T0003.ABC,,15,,,28.50,,19,30.97,,,,63.36,48.52,3,4.50,1,15,1.50,1,2.19,0.89,0.13,100,210,20,2.18,0.45,0.20,7.21,1.24,12.69,2.76,0.47,7.62,1.43,4.57,4.92,LOW
PLiMg,Li1Mg1P1.T0003.BCA,,15,,,7.50,,9,30.97,,,,15.62,17.36,3,2.50,1,15,1.50,1,2.19,1.15,0.33,100,147.50,5,2.18,0.86,0.83,5.90,1.54,20.66,4.90,1.28,2.33,4.24,5.85,14.83,LOW
PLiZn,Li1P1Zn1.T0003.ABC,,15,,,16.50,,27,30.97,,,,36.17,58.47,3,3,2,15,6.50,11,2.19,1.31,0.67,100,140,10,2.18,0.94,0.99,5.57,1.33,24.57,4.13,1.40,4.89,9.84,6.76,18.32,LOW
PMgNa,Mg1Na1P1.T0003.BCA,,15,,,11.50,,1,30.97,,,,23.65,1.32,3,3,0,15,1.50,1,2.19,1.12,0.38,100,165,30,2.18,0.84,0.88,6.24,1.51,18.57,4.36,1.06,2.36,7.36,5.31,9.94,LOW
PNaZn,Na1P1Zn1.T0003.ABC,,15,,,20.50,,19,30.97,,,,44.20,42.42,3,3.50,1,15,6.50,11,2.19,1.29,0.72,100,157.50,45,2.18,0.92,1.04,5.96,0.52,21.40,3.28,0.86,5.16,5.49,6.07,2.65,LOW
PPdSc,P1Pd1Sc1.T0003.CAB,,15,,,33.50,,25,30.97,,,,75.69,61.46,3,4.50,1,15,6.50,7,2.19,1.78,0.84,100,150,20,2.18,0.90,0.45,5.86,0.34,22.54,3.13,0.65,3.00,5.57,8.64,2.72,LOW
PbBaCa,Ba1Ca1Pb1.T0003.BCA,,82,,,38,,36,207.20,,,,88.70,97.25,6,5,2,14,2,0,2.33,0.94,0.11,180,197.50,35,1.80,0.55,0.10,7.88,0.22,10.00,1.80,0.36,11.10,0.66,2.73,1.39,LOW
PbBaK,Ba1K1Pb1.T0003.BCA,,82,,,37.50,,37,207.20,,,,88.21,98.23,6,5,2,14,1.50,1,2.33,0.85,0.07,180,217.50,5,1.80,0.42,0.15,8.13,0.56,9.14,1.32,0.23,18.40,0.17,2.70,0.53,LOW
PbBrCl,Br1Cl1Pb1.T0003.BCA,,82,,,26,,18,207.20,,,,57.68,44.45,6,3.50,1,14,17,0,2.33,3.06,0.20,180,107.50,15,1.80,2.67,0.06,6.98,3.09,14.28,2.12,0.51,11.62,0.16,6.92,0.83,LOW
PbCaMg,Ca1Mg1Pb1.T0003.BCA,,82,,,16,,8,207.20,,,,32.19,15.77,6,3.50,1,14,2,0,2.33,1.16,0.31,180,165,30,1.80,0.94,0.68,6.95,0.47,14.06,2.50,0.58,5.06,3.23,3.67,6.71,LOW
PbCaNa,Ca1Na1Pb1.T0003.BCA,,82,,,15.50,,9,207.20,,,,31.53,17.09,6,3.50,1,14,1.50,1,2.33,0.96,0.07,180,180,0,1.80,0.50,0.20,7.38,0.97,12.05,1.07,0.43,8.40,0.36,3.01,0.44,LOW
PbCaSr,Ca1Pb1Sr1.T0003.ABC,,82,,,29,,18,207.20,,,,63.85,47.54,6,4.50,1,14,2,0,2.33,0.97,0.05,180,190,20,1.80,0.57,0.05,7.63,0.58,10.92,2.16,0.36,11.98,0.48,2.58,2.94,LOW
PbKLa,K1La1Pb1.T0003.BCA,,82,,,38,,38,207.20,,,,89.00,99.81,6,5,2,14,2,2,2.33,0.96,0.28,180,207.50,25,1.80,0.53,0.35,7.72,0.34,10.60,1.53,0.24,10.86,0.47,3.12,1.50,LOW
PbLiSc,Li1Pb1Sc1.T0003.ABC,,82,,,12,,18,207.20,,,,25.95,38.01,6,3,2,14,2,2,2.33,1.17,0.38,180,152.50,15,1.80,0.56,0.22,6.58,0.68,15.93,2.07,0.31,0.32,193.65,3.61,54.83,LOW
PbLiY,Li1Pb1Y1.T0003.ABC,,82,,,21,,36,207.20,,,,47.92,81.96,6,3.50,3,14,2,2,2.33,1.10,0.24,180,162.50,35,1.80,0.56,0.21,6.88,0.75,14.27,1.89,0.25,2.49,6.08,3.63,13.79,LOW
PbMgSr,Mg1Pb1Sr1.T0003.ABC,,82,,,25,,26,207.20,,,,55.96,63.31,6,4,2,14,2,0,2.33,1.13,0.36,180,175,50,1.80,0.92,0.73,7.28,0.11,12.46,2.08,0.50,9.35,1.83,3.86,3.08,LOW
PbNaSc,Na1Pb1Sc1.T0003.ABC,,82,,,16,,10,207.20,,,,33.97,21.97,6,3.50,1,14,2,2,2.33,1.15,0.43,180,170,20,1.80,0.54,0.27,6.85,0.69,14.80,2.17,0.50,6.52,4.91,3.66,7.94,LOW
PdAlTa,Al1Pd1Ta1.T0003.ABC,,46,,,43,,60,106.42,,,,103.97,153.97,5,4.50,3,10,9,8,2.20,1.55,0.11,140,135,20,1.12,1.25,0.83,5.93,0.30,21.72,3.38,0.92,6.83,243.59,8.09,45.98,LOW
PdAsLa,As1La1Pd1.T0003.BCA,,46,,,45,,24,106.42,,,,106.91,63.98,5,5,2,10,9,12,2.20,1.64,1.08,140,155,80,1.12,1.43,1.46,6.48,0.63,17.72,2.24,0.86,3.74,7.17,5.33,1.60,LOW
PdAsSc,As1Pd1Sc1.T0003.ABC,,46,,,27,,12,106.42,,,,59.94,29.97,5,4,0,10,9,12,2.20,1.77,0.82,140,137.50,45,1.12,1.42,1.49,5.99,0.48,21.53,3.31,0.80,4.03,25.76,9.25,10.85,LOW
PdAsY,As1Pd1Y1.T0003.ABC,,46,,,36,,6,106.42,,,,81.91,13.98,5,4.50,1,10,9,12,2.20,1.70,0.96,140,147.50,65,1.12,1.41,1.50,6.23,0.12,19.55,2.77,0.53,4.88,7.99,5.56,4.31,LOW
PdBiLa,Bi1La1Pd1.T0003.BCA,,46,,,70,,26,106.42,,,,173.94,70.07,5,6,0,10,9,12,2.20,1.56,0.92,140,177.50,35,1.12,1.37,1.33,6.78,0.30,15.62,2.34,0.49,3.82,12.84,4.09,3.59,LOW
PdBiSc,Bi1Pd1Sc1.T0003.ABC,,46,,,52,,62,106.42,,,,126.97,164.02,5,5,2,10,9,12,2.20,1.69,0.66,140,160,0,1.12,1.35,1.37,6.35,0.19,18.54,2.57,0.75,5.90,36.43,11.80,9.95,HIGH
PdGaNb,Ga1Nb1Pd1.T0003.BCA,,46,,,36,,10,106.42,,,,81.31,23.18,5,4.50,1,10,9,8,2.20,1.71,0.21,140,137.50,15,1.12,1.25,0.86,5.91,0.28,22.47,3.54,1.00,2.42,58.23,9.93,17.50,LOW
PdGaTa,Ga1Pd1Ta1.T0003.ABC,,46,,,52,,42,106.42,,,,125.33,111.22,5,5,2,10,9,8,2.20,1.66,0.31,140,137.50,15,1.12,1.25,0.85,5.91,0.47,22.70,3.18,1.01,2.78,152.52,11.85,25.41,HIGH
PdGaV,Ga1Pd1V1.T0003.ABC,,46,,,27,,8,106.42,,,,60.33,18.78,5,4,0,10,9,8,2.20,1.72,0.18,140,132.50,5,1.12,1.26,0.84,5.73,0.17,24.32,3.39,1.07,3.72,55.21,9.64,24.26,LOW
PdGeHf,Ge1Hf1Pd1.T0003.BCA,,46,,,52,,40,106.42,,,,125.56,105.85,5,5,2,10,9,10,2.20,1.66,0.71,140,140,30,1.12,1.34,1.12,6.01,0.56,21.71,3.03,0.96,2.42,102.10,11.17,17.96,HIGH
PdGeTi,Ge1Pd1Ti1.T0003.ABC,,46,,,27,,10,106.42,,,,60.25,24.77,5,4,0,10,9,10,2.20,1.77,0.47,140,132.50,15,1.12,1.34,1.11,5.83,0.65,23.04,3.68,1.05,2.97,52.59,10.03,25.62,LOW
PdGeZr,Ge1Pd1Zr1.T0003.ABC,,46,,,36,,8,106.42,,,,81.93,18.58,5,4.50,1,10,9,10,2.20,1.67,0.68,140,140,30,1.12,1.33,1.14,6.05,0.64,21.01,3.45,1.16,1.33,80.17,9.96,18.20,LOW
PdHfPb,Hf1Pb1Pd1.T0003.BCA,,46,,,77,,10,106.42,,,,192.84,28.71,5,6,0,10,9,10,2.20,1.81,1.03,140,167.50,25,1.12,1.29,1.02,6.30,0.28,19.20,2.49,0.49,6.67,19.92,6.49,10.10,LOW
PdHfSi,Hf1Pd1Si1.T0003.ABC,,46,,,43,,58,106.42,,,,103.29,150.41,5,4.50,3,10,9,10,2.20,1.60,0.60,140,132.50,45,1.12,1.36,1.17,5.95,0.67,21.64,3.27,1.08,6.39,188.61,10.63,52.11,HIGH
PdHfSn,Hf1Pd1Sn1.T0003.ABC,,46,,,61,,22,106.42,,,,148.60,59.78,5,5.50,1,10,9,10,2.20,1.63,0.66,140,150,10,1.12,1.31,1.06,6.22,0.39,19.77,2.94,0.89,3.08,60.08,9.45,15.08,LOW
PdInNb,In1Nb1Pd1.T0003.BCA,,46,,,45,,8,106.42,,,,103.86,21.91,5,5,0,10,9,8,2.20,1.69,0.18,140,150,10,1.12,1.21,0.78,6.12,0.13,20.50,3.18,1.09,2.15,123.73,9.21,12.10,LOW
PdInTa,In1Pd1Ta1.T0003.ABC,,46,,,61,,24,106.42,,,,147.88,66.13,5,5.50,1,10,9,8,2.20,1.64,0.28,140,150,10,1.12,1.22,0.77,6.11,0.33,20.75,2.91,1.02,3.49,104.96,9.12,13.92,LOW
PdLaSb,La1Pd1Sb1.T0003.ABC,,46,,,54,,6,106.42,,,,130.33,17.15,5,5.50,1,10,9,12,2.20,1.57,0.95,140,170,50,1.12,1.39,1.38,6.69,0.39,16.16,2.56,0.63,2.07,33.44,3.99,2.48,LOW
PdPbTi,Pb1Pd1Ti1.T0003.ABC,,46,,,52,,60,106.42,,,,127.53,159.33,5,5,2,10,9,10,2.20,1.94,0.79,140,160,40,1.12,1.29,1.01,6.17,0.37,20.08,2.60,0.59,4.16,23.49,14.18,9.86,HIGH
PdPbZr,Pb1Pd1Zr1.T0003.ABC,,46,,,61,,42,106.42,,,,149.21,115.98,5,5.50,1,10,9,10,2.20,1.83,1,140,167.50,25,1.12,1.28,1.04,6.34,0.36,18.69,2.77,0.71,5.63,25.10,7.17,10.31,LOW
